Title,Name,Link
The Farmer Takes a Wife,The Farmer Takes a Wife,/wiki/The_Farmer_Takes_a_Wife
"Hi, Gaucho!","Hi, Gaucho!","/wiki/Hi,_Gaucho!"
His Family Tree,His Family Tree,/wiki/His_Family_Tree
Hooray for Love,Hooray for Love (film),/wiki/Hooray_for_Love_(film)
Hot Tip,Hot Tip (film),/wiki/Hot_Tip_(film)
I Dream Too Much,I Dream Too Much (1935 film),/wiki/I_Dream_Too_Much_(1935_film)
In Person,In Person (film),/wiki/In_Person_(film)
Laddie,Laddie (1935 film),/wiki/Laddie_(1935_film)
A Night at the Opera,A Night at the Opera (film),/wiki/A_Night_at_the_Opera_(film)
The Nitwits,The Nitwits,/wiki/The_Nitwits
Paradise Canyon,Paradise Canyon,/wiki/Paradise_Canyon
The Rainmakers,The Rainmakers (film),/wiki/The_Rainmakers_(film)
Romance in Manhattan,Romance in Manhattan,/wiki/Romance_in_Manhattan
Ruggles of Red Gap,Ruggles of Red Gap,/wiki/Ruggles_of_Red_Gap
Star of Midnight,Star of Midnight,/wiki/Star_of_Midnight
To Beat the Band,To Beat the Band,/wiki/To_Beat_the_Band
Top Hat,Top Hat,/wiki/Top_Hat
1936,1936 in film,/wiki/1936_in_film
The Bride Walks Out,The Bride Walks Out,/wiki/The_Bride_Walks_Out
Bunker Bean,Bunker Bean,/wiki/Bunker_Bean
Dancing Pirate,Dancing Pirate,/wiki/Dancing_Pirate
The Ex-Mrs. Bradford,The Ex-Mrs. Bradford,/wiki/The_Ex-Mrs._Bradford
The Farmer in the Dell,The Farmer in the Dell (film),/wiki/The_Farmer_in_the_Dell_(film)
Follow the Fleet,Follow the Fleet,/wiki/Follow_the_Fleet
Libeled Lady,Libeled Lady,/wiki/Libeled_Lady
Love on a Bet,Love on a Bet,/wiki/Love_on_a_Bet
Make Way for a Lady,Make Way for a Lady,/wiki/Make_Way_for_a_Lady
The Milky Way,The Milky Way (1936 film),/wiki/The_Milky_Way_(1936_film)
Modern Times,Modern Times (film),/wiki/Modern_Times_(film)
Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,/wiki/Mr._Deeds_Goes_to_Town
Mummy's Boys,Mummy's Boys,/wiki/Mummy%27s_Boys
My Man Godfrey,My Man Godfrey,/wiki/My_Man_Godfrey
Silly Billies,Silly Billies,/wiki/Silly_Billies
Smartest Girl in Town,Smartest Girl in Town,/wiki/Smartest_Girl_in_Town
Swing Time,Swing Time (film),/wiki/Swing_Time_(film)
Sylvia Scarlett,Sylvia Scarlett,/wiki/Sylvia_Scarlett
Theodora Goes Wild,Theodora Goes Wild,/wiki/Theodora_Goes_Wild
Walking on Air,Walking on Air (1936 film),/wiki/Walking_on_Air_(1936_film)
Wife vs. Secretary,Wife vs. Secretary,/wiki/Wife_vs._Secretary
1937,1937 in film,/wiki/1937_in_film
All Over Town,All Over Town,/wiki/All_Over_Town
The Awful Truth,The Awful Truth,/wiki/The_Awful_Truth
The Big Shot,The Big Shot (1937 film),/wiki/The_Big_Shot_(1937_film)
Breakfast for Two,Breakfast for Two,/wiki/Breakfast_for_Two
A Damsel in Distress,A Damsel in Distress (1937 film),/wiki/A_Damsel_in_Distress_(1937_film)
A Day at the Races,A Day at the Races (film),/wiki/A_Day_at_the_Races_(film)
Don't Tell the Wife,Don't Tell the Wife,/wiki/Don%27t_Tell_the_Wife
Double Wedding,Double Wedding (1937 film),/wiki/Double_Wedding_(1937_film)
Fight for Your Lady,Fight for Your Lady,/wiki/Fight_for_Your_Lady
Fit for a King,Fit for a King,/wiki/Fit_for_a_King
Forty Naughty Girls,Forty Naughty Girls,/wiki/Forty_Naughty_Girls
Hideaway,Hideaway (1937 film),/wiki/Hideaway_(1937_film)
High Flyers,High Flyers (film),/wiki/High_Flyers_(film)
History Is Made At Night,History Is Made at Night (1937 film),/wiki/History_Is_Made_at_Night_(1937_film)
Hitting a New High,Hitting a New High,/wiki/Hitting_a_New_High
The King and the Chorus Girl,The King and the Chorus Girl,/wiki/The_King_and_the_Chorus_Girl
The Life of the Party,The Life of the Party (1937 film),/wiki/The_Life_of_the_Party_(1937_film)
Make a Wish,Make a Wish (1937 film),/wiki/Make_a_Wish_(1937_film)
Meet the Missus,Meet the Missus (1937 film),/wiki/Meet_the_Missus_(1937_film)
Music for Madame,Music for Madame,/wiki/Music_for_Madame
New Faces of 1937,New Faces of 1937,/wiki/New_Faces_of_1937
Nothing Sacred,Nothing Sacred (film),/wiki/Nothing_Sacred_(film)
Quick Money,Quick Money (1937 film),/wiki/Quick_Money_(1937_film)
Riding on Air,Riding on Air,/wiki/Riding_on_Air
Shall We Dance,Shall We Dance (1937 film),/wiki/Shall_We_Dance_(1937_film)
She's Got Everything,She's Got Everything (1937 film),/wiki/She%27s_Got_Everything_(1937_film)
Super-Sleuth,Super-Sleuth,/wiki/Super-Sleuth
That Girl from Paris,That Girl from Paris,/wiki/That_Girl_from_Paris
There Goes the Groom,There Goes the Groom (film),/wiki/There_Goes_the_Groom_(film)
There Goes My Girl,There Goes My Girl,/wiki/There_Goes_My_Girl
They Wanted to Marry,They Wanted to Marry,/wiki/They_Wanted_to_Marry
Too Many Wives,Too Many Wives,/wiki/Too_Many_Wives
Topper,Topper (film),/wiki/Topper_(film)
Way Out West,Way Out West (1937 film),/wiki/Way_Out_West_(1937_film)
We're on the Jury,We're on the Jury,/wiki/We%27re_on_the_Jury
When's Your Birthday?,When's Your Birthday?,/wiki/When%27s_Your_Birthday%3F
Wise Girl,Wise Girl (film),/wiki/Wise_Girl_(film)
You Can't Beat Love,You Can't Beat Love,/wiki/You_Can%27t_Beat_Love
1938,1938 in film,/wiki/1938_in_film
The Affairs of Annabel,The Affairs of Annabel,/wiki/The_Affairs_of_Annabel
The Amazing Dr. Clitterhouse,The Amazing Dr. Clitterhouse,/wiki/The_Amazing_Dr._Clitterhouse
Annabel Takes a Tour,Annabel Takes a Tour,/wiki/Annabel_Takes_a_Tour
Blond Cheat,Blond Cheat,/wiki/Blond_Cheat
Bringing Up Baby,Bringing Up Baby,/wiki/Bringing_Up_Baby
Carefree,Carefree (film),/wiki/Carefree_(film)
Crashing Hollywood,Crashing Hollywood (1938 film),/wiki/Crashing_Hollywood_(1938_film)
Everybody's Doing It,Everybody's Doing It (1938 film),/wiki/Everybody%27s_Doing_It_(1938_film)
Go Chase Yourself,Go Chase Yourself,/wiki/Go_Chase_Yourself
Having Wonderful Time,Having Wonderful Time,/wiki/Having_Wonderful_Time
Joy of Living,Joy of Living,/wiki/Joy_of_Living
Love Finds Andy Hardy,Love Finds Andy Hardy,/wiki/Love_Finds_Andy_Hardy
The Mad Miss Manton,The Mad Miss Manton,/wiki/The_Mad_Miss_Manton
Maid's Night Out,Maid's Night Out,/wiki/Maid%27s_Night_Out
Mr. Doodle Kicks Off,Mr. Doodle Kicks Off,/wiki/Mr._Doodle_Kicks_Off
Next Time I Marry,Next Time I Marry,/wiki/Next_Time_I_Marry
Night Spot,Night Spot,/wiki/Night_Spot
Peck's Bad Boy with the Circus,Peck's Bad Boy with the Circus,/wiki/Peck%27s_Bad_Boy_with_the_Circus
Professor Beware,Professor Beware,/wiki/Professor_Beware
Radio City Revels,Radio City Revels,/wiki/Radio_City_Revels
Room Service,Room Service (1938 film),/wiki/Room_Service_(1938_film)
A Slight Case of Murder,A Slight Case of Murder,/wiki/A_Slight_Case_of_Murder
This Marriage Business,This Marriage Business,/wiki/This_Marriage_Business
Vivacious Lady,Vivacious Lady,/wiki/Vivacious_Lady
You Can't Take It with You,You Can't Take It with You (film),/wiki/You_Can%27t_Take_It_with_You_(film)
1939,1939 in film,/wiki/1939_in_film
At the Circus,At the Circus,/wiki/At_the_Circus
Bachelor Mother,Bachelor Mother,/wiki/Bachelor_Mother
The Cowboy Quarterback,The Cowboy Quarterback,/wiki/The_Cowboy_Quarterback
Dancing Co-Ed,Dancing Co-Ed,/wiki/Dancing_Co-Ed
East Side of Heaven,East Side of Heaven,/wiki/East_Side_of_Heaven
Escape to Paradise,Escape to Paradise,/wiki/Escape_to_Paradise
Fifth Avenue Girl,5th Ave Girl,/wiki/5th_Ave_Girl
The Flying Deuces,The Flying Deuces,/wiki/The_Flying_Deuces
The Girl from Mexico,The Girl from Mexico,/wiki/The_Girl_from_Mexico
Honolulu,Honolulu (film),/wiki/Honolulu_(film)
It's a Wonderful World,It's a Wonderful World (1939 film),/wiki/It%27s_a_Wonderful_World_(1939_film)
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,/wiki/Mr._Smith_Goes_to_Washington
Ninotchka,Ninotchka,/wiki/Ninotchka
Topper Takes a Trip,Topper Takes a Trip,/wiki/Topper_Takes_a_Trip
The Women,The Women (1939 film),/wiki/The_Women_(1939_film)
1940,1940 in film,/wiki/1940_in_film
The Bank Dick,The Bank Dick,/wiki/The_Bank_Dick
The Ghost Breakers,The Ghost Breakers,/wiki/The_Ghost_Breakers
Go West,Go West (1940 film),/wiki/Go_West_(1940_film)
The Great Dictator,The Great Dictator,/wiki/The_Great_Dictator
The Great McGinty,The Great McGinty,/wiki/The_Great_McGinty
His Girl Friday,His Girl Friday,/wiki/His_Girl_Friday
The Invisible Woman,The Invisible Woman (1940 film),/wiki/The_Invisible_Woman_(1940_film)
My Favorite Wife,My Favorite Wife,/wiki/My_Favorite_Wife
My Little Chickadee,My Little Chickadee,/wiki/My_Little_Chickadee
One Night in the Tropics,One Night in the Tropics,/wiki/One_Night_in_the_Tropics
The Philadelphia Story,The Philadelphia Story (film),/wiki/The_Philadelphia_Story_(film)
The Shop Around the Corner,The Shop Around the Corner,/wiki/The_Shop_Around_the_Corner
1941,1941 in film,/wiki/1941_in_film
Andy Hardy's Private Secretary,Andy Hardy's Private Secretary,/wiki/Andy_Hardy%27s_Private_Secretary
Ball of Fire,Ball of Fire,/wiki/Ball_of_Fire
The Big Store,The Big Store,/wiki/The_Big_Store
The Bride Came C.O.D.,The Bride Came C.O.D.,/wiki/The_Bride_Came_C.O.D.
Buck Privates,Buck Privates,/wiki/Buck_Privates
The Devil and Miss Jones,The Devil and Miss Jones,/wiki/The_Devil_and_Miss_Jones
The Flame of New Orleans,The Flame of New Orleans,/wiki/The_Flame_of_New_Orleans
Here Comes Mr. Jordan,Here Comes Mr. Jordan,/wiki/Here_Comes_Mr._Jordan
The Lady Eve,The Lady Eve,/wiki/The_Lady_Eve
Las Vegas Nights,Las Vegas Nights,/wiki/Las_Vegas_Nights
Never Give a Sucker an Even Break,Never Give a Sucker an Even Break,/wiki/Never_Give_a_Sucker_an_Even_Break
Topper Returns,Topper Returns,/wiki/Topper_Returns
Two-Faced Woman,Two-Faced Woman,/wiki/Two-Faced_Woman
1942,1942 in film,/wiki/1942_in_film
Highways by Night,Highways by Night,/wiki/Highways_by_Night
The Man Who Came to Dinner,The Man Who Came to Dinner (1942 film),/wiki/The_Man_Who_Came_to_Dinner_(1942_film)
A Night to Remember,A Night to Remember (1942 film),/wiki/A_Night_to_Remember_(1942_film)
The Palm Beach Story,The Palm Beach Story,/wiki/The_Palm_Beach_Story
Rio Rita,Rio Rita (1942 film),/wiki/Rio_Rita_(1942_film)
Road to Morocco,Road to Morocco,/wiki/Road_to_Morocco
Ship Ahoy,Ship Ahoy,/wiki/Ship_Ahoy
Tales of Manhattan,Tales of Manhattan,/wiki/Tales_of_Manhattan
The Talk of the Town,The Talk of the Town (1942 film),/wiki/The_Talk_of_the_Town_(1942_film)
There's One Born Every Minute,There's One Born Every Minute,/wiki/There%27s_One_Born_Every_Minute
To Be or Not to Be,To Be or Not to Be (1942 film),/wiki/To_Be_or_Not_to_Be_(1942_film)
Woman of the Year,Woman of the Year,/wiki/Woman_of_the_Year
You Were Never Lovelier,You Were Never Lovelier,/wiki/You_Were_Never_Lovelier
1943,1943 in film,/wiki/1943_in_film
Crazy House,Crazy House (1943 film),/wiki/Crazy_House_(1943_film)
DuBarry Was a Lady,DuBarry Was a Lady (film),/wiki/DuBarry_Was_a_Lady_(film)
Government Girl,Government Girl,/wiki/Government_Girl
Heaven Can Wait,Heaven Can Wait (1943 film),/wiki/Heaven_Can_Wait_(1943_film)
"Hello, Frisco, Hello","Hello, Frisco, Hello","/wiki/Hello,_Frisco,_Hello"
Hit the Ice,Hit the Ice (film),/wiki/Hit_the_Ice_(film)
I Dood It,I Dood It,/wiki/I_Dood_It
A Lady Takes a Chance,A Lady Takes a Chance,/wiki/A_Lady_Takes_a_Chance
The More the Merrier,The More the Merrier,/wiki/The_More_the_Merrier
Mr. Lucky,Mr. Lucky (film),/wiki/Mr._Lucky_(film)
Slightly Dangerous,Slightly Dangerous,/wiki/Slightly_Dangerous
They Got Me Covered,They Got Me Covered,/wiki/They_Got_Me_Covered
Thousands Cheer,Thousands Cheer,/wiki/Thousands_Cheer
Two Weeks to Live,Two Weeks to Live,/wiki/Two_Weeks_to_Live
Whistling in Brooklyn,Whistling in Brooklyn,/wiki/Whistling_in_Brooklyn
1944,1944 in film,/wiki/1944_in_film
Arsenic and Old Lace,Arsenic and Old Lace (film),/wiki/Arsenic_and_Old_Lace_(film)
Hail the Conquering Hero,Hail the Conquering Hero,/wiki/Hail_the_Conquering_Hero
Lady in the Dark,Lady in the Dark (film),/wiki/Lady_in_the_Dark_(film)
The Miracle of Morgan's Creek,The Miracle of Morgan's Creek,/wiki/The_Miracle_of_Morgan%27s_Creek
Sensations of 1945,Sensations of 1945,/wiki/Sensations_of_1945
Standing Room Only,Standing Room Only (1944 film),/wiki/Standing_Room_Only_(1944_film)
1945,1945 in film,/wiki/1945_in_film
Along Came Jones,Along Came Jones (film),/wiki/Along_Came_Jones_(film)
The Bullfighters,The Bullfighters,/wiki/The_Bullfighters
The Horn Blows at Midnight,The Horn Blows at Midnight,/wiki/The_Horn_Blows_at_Midnight
Lady on a Train,Lady on a Train,/wiki/Lady_on_a_Train
Scared Stiff,Scared Stiff (1945 film),/wiki/Scared_Stiff_(1945_film)
1946,1946 in film,/wiki/1946_in_film
Angel on My Shoulder,Angel on My Shoulder (film),/wiki/Angel_on_My_Shoulder_(film)
The Great Morgan,The Great Morgan,/wiki/The_Great_Morgan
Little Giant,Little Giant,/wiki/Little_Giant
Lover Come Back,Lover Come Back (1946 film),/wiki/Lover_Come_Back_(1946_film)
Monsieur Beaucaire,Monsieur Beaucaire (1946 film),/wiki/Monsieur_Beaucaire_(1946_film)
A Night in Casablanca,A Night in Casablanca,/wiki/A_Night_in_Casablanca
The Time of Their Lives,The Time of Their Lives,/wiki/The_Time_of_Their_Lives
Vacation in Reno,Vacation in Reno,/wiki/Vacation_in_Reno
Without Reservations,Without Reservations,/wiki/Without_Reservations
1947,1947 in film,/wiki/1947_in_film
The Bachelor and the Bobby-Soxer,The Bachelor and the Bobby-Soxer,/wiki/The_Bachelor_and_the_Bobby-Soxer
Buck Privates Come Home,Buck Privates Come Home,/wiki/Buck_Privates_Come_Home
Christmas Eve,Christmas Eve (1947 film),/wiki/Christmas_Eve_(1947_film)
The Egg and I,The Egg and I (film),/wiki/The_Egg_and_I_(film)
The Farmer's Daughter,The Farmer's Daughter (1947 film),/wiki/The_Farmer%27s_Daughter_(1947_film)
Magic Town,Magic Town,/wiki/Magic_Town
Miracle on 34th Street,Miracle on 34th Street,/wiki/Miracle_on_34th_Street
Monsieur Verdoux,Monsieur Verdoux,/wiki/Monsieur_Verdoux
Road to Rio,Road to Rio,/wiki/Road_to_Rio
The Sin of Harold Diddlebock,The Sin of Harold Diddlebock,/wiki/The_Sin_of_Harold_Diddlebock
"Suddenly, It's Spring","Suddenly, It's Spring","/wiki/Suddenly,_It%27s_Spring"
The Voice of the Turtle,The Voice of the Turtle (film),/wiki/The_Voice_of_the_Turtle_(film)
Where There's Life,Where There's Life,/wiki/Where_There%27s_Life
1948,1948 in film,/wiki/1948_in_film
Abbott and Costello Meet Frankenstein,Abbott and Costello Meet Frankenstein,/wiki/Abbott_and_Costello_Meet_Frankenstein
The Emperor Waltz,The Emperor Waltz,/wiki/The_Emperor_Waltz
A Foreign Affair,A Foreign Affair,/wiki/A_Foreign_Affair
June Bride,June Bride,/wiki/June_Bride
Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,/wiki/Mr._Blandings_Builds_His_Dream_House
The Noose Hangs High,The Noose Hangs High,/wiki/The_Noose_Hangs_High
The Paleface,The Paleface (1948 film),/wiki/The_Paleface_(1948_film)
Sitting Pretty,Sitting Pretty (1948 film),/wiki/Sitting_Pretty_(1948_film)
Variety Time,Variety Time,/wiki/Variety_Time
1949,1949 in film,/wiki/1949_in_film
Adam's Rib,Adam's Rib,/wiki/Adam%27s_Rib
Africa Screams,Africa Screams,/wiki/Africa_Screams
Holiday Affair,Holiday Affair,/wiki/Holiday_Affair
I Was a Male War Bride,I Was a Male War Bride,/wiki/I_Was_a_Male_War_Bride
It's a Great Feeling,It's a Great Feeling,/wiki/It%27s_a_Great_Feeling
My Friend Irma,My Friend Irma (film),/wiki/My_Friend_Irma_(film)
1950,1950 in film,/wiki/1950_in_film
Abbott and Costello in the Foreign Legion,Abbott and Costello in the Foreign Legion,/wiki/Abbott_and_Costello_in_the_Foreign_Legion
Born Yesterday,Born Yesterday (1950 film),/wiki/Born_Yesterday_(1950_film)
Champagne for Caesar,Champagne for Caesar,/wiki/Champagne_for_Caesar
Cheaper by the Dozen,Cheaper by the Dozen (1950 film),/wiki/Cheaper_by_the_Dozen_(1950_film)
Duchess of Idaho,Duchess of Idaho,/wiki/Duchess_of_Idaho
Father of the Bride,Father of the Bride (1950 film),/wiki/Father_of_the_Bride_(1950_film)
The Great Rupert,The Great Rupert,/wiki/The_Great_Rupert
Harvey,Harvey (1950 film),/wiki/Harvey_(1950_film)
The Jackpot,The Jackpot,/wiki/The_Jackpot
Key to the City,Key to the City (film),/wiki/Key_to_the_City_(film)
Love Happy,Love Happy,/wiki/Love_Happy
My Friend Irma Goes West,My Friend Irma Goes West,/wiki/My_Friend_Irma_Goes_West
Two Weeks with Love,Two Weeks with Love,/wiki/Two_Weeks_with_Love
The West Point Story,The West Point Story (film),/wiki/The_West_Point_Story_(film)
1951,1951 in film,/wiki/1951_in_film
Abbott and Costello Meet the Invisible Man,Abbott and Costello Meet the Invisible Man,/wiki/Abbott_and_Costello_Meet_the_Invisible_Man
An American in Paris,An American in Paris (film),/wiki/An_American_in_Paris_(film)
Angels in the Outfield,Angels in the Outfield (1951 film),/wiki/Angels_in_the_Outfield_(1951_film)
Comin' Round the Mountain,Comin' Round the Mountain,/wiki/Comin%27_Round_the_Mountain
Double Dynamite,Double Dynamite,/wiki/Double_Dynamite
Father's Little Dividend,Father's Little Dividend,/wiki/Father%27s_Little_Dividend
Half Angel,Half Angel,/wiki/Half_Angel
My Favorite Spy,My Favorite Spy,/wiki/My_Favorite_Spy
1952,1952 in film,/wiki/1952_in_film
Abbott and Costello Meet Captain Kidd,Abbott and Costello Meet Captain Kidd,/wiki/Abbott_and_Costello_Meet_Captain_Kidd
Bela Lugosi Meets a Brooklyn Gorilla,Bela Lugosi Meets a Brooklyn Gorilla,/wiki/Bela_Lugosi_Meets_a_Brooklyn_Gorilla
A Girl in Every Port,A Girl in Every Port (1952 film),/wiki/A_Girl_in_Every_Port_(1952_film)
Jumping Jacks,Jumping Jacks (film),/wiki/Jumping_Jacks_(film)
Lost in Alaska,Lost in Alaska,/wiki/Lost_in_Alaska
Monkey Business,Monkey Business (1952 film),/wiki/Monkey_Business_(1952_film)
Road to Bali,Road to Bali,/wiki/Road_to_Bali
Singin' in the Rain,Singin' in the Rain,/wiki/Singin%27_in_the_Rain
Son of Paleface,Son of Paleface,/wiki/Son_of_Paleface
1953,1953 in film,/wiki/1953_in_film
Abbott and Costello Go to Mars,Abbott and Costello Go to Mars,/wiki/Abbott_and_Costello_Go_to_Mars
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,/wiki/Abbott_and_Costello_Meet_Dr._Jekyll_and_Mr._Hyde
The Affairs of Dobie Gillis,The Affairs of Dobie Gillis,/wiki/The_Affairs_of_Dobie_Gillis
The Band Wagon,The Band Wagon,/wiki/The_Band_Wagon
The Caddy,The Caddy,/wiki/The_Caddy
The Girls of Pleasure Island,The Girls of Pleasure Island,/wiki/The_Girls_of_Pleasure_Island
How to Marry a Millionaire,How to Marry a Millionaire,/wiki/How_to_Marry_a_Millionaire
It Happens Every Thursday,It Happens Every Thursday,/wiki/It_Happens_Every_Thursday
The Moon Is Blue,The Moon Is Blue,/wiki/The_Moon_Is_Blue
Roman Holiday,Roman Holiday (1953 film),/wiki/Roman_Holiday_(1953_film)
Scared Stiff,Scared Stiff (1953 film),/wiki/Scared_Stiff_(1953_film)
1954,1954 in film,/wiki/1954_in_film
Casanova's Big Night,Casanova's Big Night,/wiki/Casanova%27s_Big_Night
"Fireman, Save My Child",Fireman Save My Child (1954 film),/wiki/Fireman_Save_My_Child_(1954_film)
It Should Happen to You,It Should Happen to You,/wiki/It_Should_Happen_to_You
Knock on Wood,Knock on Wood (1954 film),/wiki/Knock_on_Wood_(1954_film)
Sabrina,Sabrina (1954 film),/wiki/Sabrina_(1954_film)
1955,1955 in film,/wiki/1955_in_film
Abbott and Costello Meet the Mummy,Abbott and Costello Meet the Mummy,/wiki/Abbott_and_Costello_Meet_the_Mummy
Mister Roberts,Mister Roberts (1955 film),/wiki/Mister_Roberts_(1955_film)
My Sister Eileen,My Sister Eileen,/wiki/My_Sister_Eileen
The Seven Year Itch,The Seven Year Itch,/wiki/The_Seven_Year_Itch
The Trouble with Harry,The Trouble with Harry,/wiki/The_Trouble_with_Harry
1956,1956 in film,/wiki/1956_in_film
Bus Stop,Bus Stop (1956 film),/wiki/Bus_Stop_(1956_film)
The Court Jester,The Court Jester,/wiki/The_Court_Jester
"Forever, Darling","Forever, Darling","/wiki/Forever,_Darling"
The Girl Can't Help It,The Girl Can't Help It,/wiki/The_Girl_Can%27t_Help_It
Hollywood or Bust,Hollywood or Bust,/wiki/Hollywood_or_Bust
Our Miss Brooks,Our Miss Brooks,/wiki/Our_Miss_Brooks
Pardners,Pardners,/wiki/Pardners
The Teahouse of the August Moon,The Teahouse of the August Moon (film),/wiki/The_Teahouse_of_the_August_Moon_(film)
1957,1957 in film,/wiki/1957_in_film
The Delicate Delinquent,The Delicate Delinquent,/wiki/The_Delicate_Delinquent
Funny Face,Funny Face,/wiki/Funny_Face
The Girl Most Likely,The Girl Most Likely,/wiki/The_Girl_Most_Likely
Joe Butterfly,Joe Butterfly,/wiki/Joe_Butterfly
